County,State,Pov_Num_All,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Murder,Rape,Robbery,Aggravated_Assault,Burglary,Larceny,Vehicle_Theft,Arson,Population,Mean_Rent,Median_Rent,Latitude,Longitude
Potter County,TX,25687.0,22.4,40353.0,83.54218881,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2394.0,804.0,720.0,35.199875,-101.830199
Presidio County,TX,1535.0,22.4,33218.0,13.88696014,0.0,0.0,0.0,1.0,5.0,16.0,2.0,0.0,7201.0,54.0,53.0,29.433685,-104.177574
Rains County,TX,1592.0,14.4,46698.0,189.7876186,0.0,7.0,0.0,14.0,53.0,122.0,10.0,0.0,11065.0,637.0,569.0,32.876983,-95.766251
Randall County,TX,10887.0,8.5,62080.0,503.6608315,6.0,56.0,126.0,449.0,1094.0,3091.0,313.0,29.0,126474.0,0.0,0.0,34.741581,-101.857144
Reeves County,TX,2236.0,19.3,44470.0,136.0544218,2.0,0.0,3.0,14.0,44.0,249.0,13.0,3.0,13965.0,846.0,712.0,31.404613,-103.50568
Refugio County,TX,1101.0,15.4,45562.0,191.6495551,0.0,1.0,2.0,11.0,22.0,75.0,3.0,1.0,7305.0,710.0,659.0,28.237806,-97.32538
Roberts County,TX,61.0,6.7,71859.0,204.8580626,0.0,0.0,0.0,21.0,16.0,67.0,10.0,0.0,10251.0,653.0,489.0,45.305574,-97.039106
Robertson County,TX,2739.0,16.6,53635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235.0,640.0,664.0,30.877062,-96.595217
Rockwall County,TX,5403.0,6.0,92150.0,102.0587718,1.0,10.0,6.0,69.0,261.0,1049.0,72.0,2.0,85245.0,1165.0,1122.0,32.976587,-96.322065
Runnels County,TX,1916.0,18.5,39404.0,213.405762,0.0,5.0,0.0,17.0,45.0,84.0,5.0,0.0,10309.0,580.0,591.0,31.60062,-100.185317
Rusk County,TX,7985.0,16.6,49347.0,131.9902744,0.0,2.0,1.0,16.0,40.0,62.0,8.0,2.0,14395.0,554.0,546.0,45.425644,-91.41524
Sabine County,TX,2017.0,19.7,36813.0,144.7736705,0.0,2.0,5.0,8.0,40.0,81.0,3.0,2.0,10361.0,702.0,558.0,31.448975,-93.786012
San Augustine County,TX,1994.0,24.3,33156.0,319.3066484,0.0,1.0,3.0,24.0,36.0,79.0,13.0,1.0,8769.0,581.0,632.0,31.529899,-94.110894
San Jacinto County,TX,4917.0,18.1,42371.0,245.7551385,0.0,1.0,8.0,57.0,274.0,355.0,89.0,3.0,26856.0,662.0,596.0,30.485507,-95.011824
San Patricio County,TX,10312.0,15.5,52952.0,343.226938,4.0,35.0,16.0,172.0,517.0,1354.0,65.0,9.0,66137.0,649.0,638.0,27.980146,-97.391101
San Saba County,TX,997.0,18.9,42559.0,216.2341983,1.0,0.0,0.0,12.0,9.0,41.0,3.0,1.0,6012.0,653.0,644.0,31.196417,-98.724323
Scurry County,TX,2018.0,12.7,57385.0,364.1197549,1.0,9.0,4.0,49.0,108.0,260.0,20.0,1.0,17302.0,800.0,714.0,32.713547,-100.91073
Shackelford County,TX,434.0,13.1,51685.0,29.62962963,1.0,0.0,0.0,0.0,8.0,19.0,4.0,1.0,3375.0,671.0,681.0,32.547234,-99.166492
Shelby County,TX,4986.0,19.8,41519.0,8.360504975,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,11961.0,414.0,414.0,31.943709,-94.245706
Sherman County,TX,388.0,12.8,54010.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,3093.0,699.0,642.0,36.336609,-102.073915
Smith County,TX,34786.0,16.0,49364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16225.0,924.0,828.0,32.317258,-95.305886
Starr County,TX,19463.0,30.9,28292.0,261.446347,2.0,9.0,10.0,141.0,349.0,592.0,72.0,5.0,61963.0,761.0,914.0,26.314312,-98.663153
Stephens County,TX,1597.0,18.2,45410.0,140.586136,0.0,4.0,0.0,9.0,41.0,69.0,4.0,1.0,9247.0,519.0,561.0,32.756754,-98.911862
Stonewall County,TX,200.0,14.5,45928.0,418.9944134,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,1432.0,450.0,423.0,33.140908,-100.224829
Tarrant County,TX,255993.0,13.1,60735.0,416.156389,73.0,687.0,2167.0,5028.0,16077.0,46906.0,4559.0,228.0,1911541.0,805.0,427.0,32.982821,-97.204387
Taylor County,TX,19470.0,14.8,47388.0,16.23113131,0.0,0.0,0.0,1.0,4.0,15.0,0.0,0.0,6161.0,473.0,348.0,39.266612,-80.128512
Terrell County,TX,140.0,16.7,43815.0,221.4839424,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,903.0,705.0,735.0,30.150794,-102.407916
Throckmorton County,TX,215.0,13.6,43225.0,62.5,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1600.0,548.0,465.0,33.18203,-99.17978
Titus County,TX,6445.0,20.1,41538.0,202.5720512,0.0,0.0,4.0,62.0,272.0,587.0,43.0,6.0,32581.0,638.0,663.0,33.362882,-95.102269
Tom Green County,TX,17599.0,15.6,47756.0,274.0226525,5.0,57.0,36.0,217.0,852.0,2841.0,146.0,11.0,114954.0,573.0,642.0,31.611248,-100.640647
Travis County,TX,152195.0,13.2,65244.0,345.4200618,32.0,236.0,997.0,2607.0,8244.0,36913.0,2419.0,152.0,1120954.0,1062.0,987.0,30.444743,-97.678777
Trinity County,TX,2769.0,19.5,37213.0,132.0086153,1.0,1.0,1.0,16.0,71.0,112.0,10.0,1.0,14393.0,843.0,741.0,30.944454,-95.373564
Tyler County,TX,3852.0,19.9,40820.0,211.2284603,0.0,1.0,0.0,18.0,46.0,91.0,3.0,3.0,8995.0,591.0,577.0,39.559821,-80.998698
Upshur County,TX,6215.0,15.5,45494.0,32.43462396,1.0,0.0,1.0,6.0,87.0,297.0,8.0,0.0,24665.0,695.0,686.0,32.800891,-94.718731
Uvalde County,TX,5523.0,20.7,37700.0,393.6715442,3.0,7.0,3.0,93.0,181.0,595.0,22.0,4.0,26926.0,477.0,439.0,29.624088,-99.512655
Val Verde County,TX,10402.0,22.1,42465.0,137.7948707,1.0,0.0,10.0,56.0,207.0,624.0,18.0,8.0,48623.0,1324.0,1295.0,29.358463,-100.776883
Van Zandt County,TX,8399.0,15.9,47252.0,186.7342467,4.0,1.0,8.0,86.0,334.0,598.0,96.0,1.0,52481.0,646.0,582.0,32.709449,-96.004974
Victoria County,TX,12329.0,13.6,55406.0,543.1643489,6.0,48.0,50.0,385.0,761.0,2218.0,130.0,19.0,90028.0,850.0,804.0,28.828528,-96.986015
Walker County,TX,12145.0,22.7,41429.0,218.4814804,0.0,8.0,31.0,110.0,518.0,1310.0,103.0,0.0,68198.0,665.0,619.0,34.975773,-85.289568
Waller County,TX,7125.0,16.0,50746.0,225.5988322,5.0,13.0,19.0,65.0,286.0,499.0,48.0,6.0,45213.0,1120.0,953.0,30.085214,-95.988856
Ward County,TX,1478.0,12.8,57570.0,182.3797617,0.0,25.0,6.0,93.0,127.0,718.0,117.0,7.0,67990.0,771.0,733.0,31.567325,-103.005948
Washington County,TX,4782.0,14.5,51879.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0,43.432069,-88.047646
Webb County,TX,81276.0,30.5,39237.0,429.3415113,8.0,86.0,187.0,846.0,1825.0,8845.0,410.0,87.0,262495.0,0.0,0.0,27.486961,-99.388178
Wharton County,TX,7058.0,17.2,45198.0,400.3299689,1.0,8.0,24.0,132.0,296.0,796.0,40.0,9.0,41216.0,635.0,655.0,29.314487,-96.103765
Wheeler County,TX,722.0,12.9,51114.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,759.0,574.0,552.0,44.998081,-120.214649
Wichita County,TX,22476.0,18.9,45430.0,228.1021898,0.0,0.0,0.0,5.0,7.0,23.0,0.0,0.0,2192.0,836.0,846.0,33.962927,-98.68323
Willacy County,TX,6583.0,35.4,30287.0,597.6004744,0.0,14.0,4.0,113.0,226.0,463.0,16.0,7.0,21921.0,0.0,0.0,26.358827,-97.823005
Williamson County,TX,32903.0,6.6,78531.0,129.7127717,2.0,24.0,28.0,204.0,372.0,1853.0,82.0,13.0,198901.0,865.0,838.0,30.574423,-97.423961
Wilson County,TX,4401.0,9.4,68805.0,101.2814303,3.0,6.0,3.0,34.0,143.0,437.0,39.0,0.0,45418.0,731.0,779.0,29.235974,-97.963888
Winkler County,TX,1052.0,13.3,55331.0,420.7204838,0.0,0.0,1.0,31.0,17.0,41.0,6.0,0.0,7606.0,565.0,520.0,31.754497,-103.154117
Wise County,TX,7471.0,12.1,58367.0,146.047687,1.0,8.0,7.0,73.0,235.0,582.0,55.0,1.0,60939.0,735.0,632.0,36.861222,-82.777459
Wood County,TX,6918.0,16.6,45753.0,40.56301464,1.0,7.0,10.0,12.0,269.0,1335.0,44.0,0.0,73959.0,781.0,808.0,39.181175,-81.513284
Yoakum County,TX,940.0,11.1,59752.0,122.1896383,1.0,5.0,4.0,0.0,55.0,93.0,8.0,0.0,8184.0,721.0,683.0,32.967998,-102.831778
Young County,TX,2693.0,15.0,49079.0,147.2111662,0.0,8.0,1.0,18.0,130.0,315.0,14.0,5.0,18341.0,487.0,505.0,33.364143,-98.758486
Zapata County,TX,4420.0,30.9,35754.0,208.4781098,0.0,1.0,1.0,28.0,73.0,80.0,14.0,1.0,14390.0,580.0,573.0,26.850259,-99.255808
Zavala County,TX,3773.0,32.0,27711.0,411.319513,1.0,0.0,2.0,47.0,58.0,93.0,9.0,0.0,12156.0,470.0,473.0,28.952424,-99.629311
Beaver County,UT,706.0,11.2,50492.0,170.3050008,0.0,0.0,0.0,11.0,12.0,22.0,3.0,0.0,6459.0,792.0,591.0,41.1641364,-111.9796548
Box Elder County,UT,4345.0,8.4,58380.0,185.0612277,0.0,17.0,7.0,70.0,188.0,939.0,37.0,9.0,50794.0,967.0,942.0,41.403104,-112.042499
Cache County,UT,18657.0,16.0,51951.0,52.17733451,0.0,19.0,4.0,38.0,374.0,1497.0,68.0,7.0,116909.0,823.0,835.0,41.623416,-111.942094
Carbon County,UT,3247.0,16.3,47894.0,247.6504953,0.0,10.0,0.0,29.0,49.0,264.0,18.0,4.0,15748.0,899.0,952.0,41.452317,-106.811489
Daggett County,UT,84.0,8.0,57368.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,1127.0,743.0,670.0,40.992157,-109.721035
Davis County,UT,23138.0,6.9,72268.0,68.25162098,0.0,0.0,0.0,6.0,8.0,10.0,1.0,0.0,8791.0,1076.0,944.0,41.121721,-112.098224
Duchesne County,UT,2247.0,11.0,63149.0,167.4217057,0.0,6.0,0.0,28.0,96.0,432.0,28.0,4.0,20308.0,1084.0,796.0,40.434806,-110.03082
Emery County,UT,1077.0,10.4,54086.0,74.42552796,0.0,2.0,0.0,6.0,53.0,125.0,11.0,2.0,10749.0,728.0,700.0,39.230831,-111.059184
Garfield County,UT,543.0,11.2,45509.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1290.0,671.0,648.0,46.473756,-117.596667
Grand County,UT,1228.0,13.0,44858.0,34.99195185,0.0,1.0,1.0,3.0,6.0,39.0,0.0,0.0,14289.0,0.0,0.0,38.963575,-109.703719
Iron County,UT,8705.0,18.3,45118.0,156.3042723,0.0,6.0,0.0,12.0,65.0,119.0,22.0,0.0,11516.0,0.0,0.0,46.410323,-90.2695
Juab County,UT,1103.0,10.5,55201.0,57.98221879,0.0,2.0,0.0,4.0,31.0,141.0,10.0,0.0,10348.0,755.0,566.0,39.919747,-111.825747
Kane County,UT,775.0,11.3,47530.0,162.8972411,6.0,138.0,189.0,520.0,1601.0,6110.0,238.0,77.0,523643.0,1215.0,1156.0,41.98946,-88.312618
Millard County,UT,1635.0,13.1,52206.0,173.748223,0.0,4.0,0.0,18.0,52.0,198.0,9.0,0.0,12662.0,1147.0,1143.0,39.389581,-112.63994
Morgan County,UT,526.0,4.8,81358.0,19.65988401,0.0,1.0,0.0,1.0,7.0,36.0,2.0,1.0,10173.0,449.0,460.0,39.531351,-78.455275
Piute County,UT,256.0,17.3,39507.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.0,0.0,1510.0,705.0,787.0,38.436649,-112.261968
Rich County,UT,211.0,9.1,58645.0,218.5314685,0.0,0.0,0.0,5.0,8.0,26.0,1.0,0.0,2288.0,514.0,550.0,41.664216,-111.184988
Salt Lake County,UT,117311.0,10.8,65549.0,321.9350184,27.0,487.0,773.0,2188.0,6584.0,35187.0,4226.0,128.0,1079721.0,1171.0,1257.0,40.568742,-111.862641
San Juan County,UT,4397.0,28.5,39305.0,81.88976378,0.0,4.0,0.0,9.0,73.0,133.0,11.0,0.0,15875.0,625.0,624.0,38.474263,-109.420972
Sanpete County,UT,4521.0,17.2,46929.0,81.45341219,0.0,10.0,5.0,8.0,56.0,296.0,18.0,0.0,28237.0,425.0,424.0,39.485179,-111.63607
Sevier County,UT,2903.0,14.0,48711.0,178.5097317,0.0,4.0,1.0,26.0,123.0,273.0,15.0,1.0,17366.0,734.0,676.0,38.936499,-111.866596
Summit County,UT,2431.0,6.2,93235.0,129.1493595,1.0,17.0,2.0,17.0,68.0,771.0,20.0,7.0,28649.0,915.0,789.0,40.649924,-111.272208
Tooele County,UT,4493.0,7.2,67938.0,238.6359896,0.0,24.0,21.0,100.0,323.0,1233.0,123.0,24.0,60762.0,1407.0,1400.0,40.640708,-112.299268
Uintah County,UT,3733.0,9.9,67561.0,253.1289551,0.0,18.0,4.0,67.0,123.0,506.0,37.0,6.0,35555.0,1147.0,1143.0,40.369529,-109.355572
Utah County,UT,70537.0,12.5,65425.0,71.39090871,6.0,85.0,67.0,237.0,1304.0,8450.0,364.0,20.0,551891.0,1405.0,1421.0,40.013184,-111.655805
Wasatch County,UT,2000.0,6.9,75112.0,41.60835193,0.0,1.0,0.0,10.0,36.0,176.0,7.0,0.0,26437.0,1303.0,1219.0,40.518274,-111.475429
Washington County,UT,20252.0,13.2,54398.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0,43.432069,-88.047646
Wayne County,UT,404.0,15.0,41596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0,38.225091,-82.441558
Weber County,UT,29768.0,12.4,58786.0,206.2728755,3.0,72.0,121.0,295.0,1307.0,5593.0,342.0,27.0,238519.0,1077.0,1093.0,41.209075,-112.053611
Addison County,VT,3045.0,8.9,58408.0,59.79723302,0.0,4.0,2.0,16.0,183.0,356.0,17.0,3.0,36791.0,1265.0,1261.0,43.3070262,-72.4490728
Bennington County,VT,4102.0,11.8,50506.0,155.4870564,0.0,5.0,4.0,48.0,277.0,651.0,35.0,3.0,36659.0,962.0,894.0,42.940602,-73.194625
Caledonia County,VT,3407.0,11.5,46403.0,144.4298232,1.0,4.0,6.0,34.0,256.0,396.0,22.0,3.0,31157.0,710.0,706.0,44.430445,-72.008582
Chittenden County,VT,15695.0,10.4,67112.0,146.6946682,1.0,36.0,32.0,165.0,1013.0,3732.0,59.0,15.0,159515.0,1055.0,1024.0,44.495587,-73.184857
Essex County,VT,876.0,14.3,41764.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,6211.0,570.0,617.0,44.814026,-71.885546
Franklin County,VT,3886.0,8.1,59280.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0,46.643575,-118.556564
Grand Isle County,VT,567.0,8.3,68342.0,42.93688278,0.0,0.0,0.0,3.0,32.0,41.0,3.0,0.0,6987.0,965.0,1146.0,44.976728,-73.30257
Orange County,VT,2750.0,9.8,54552.0,58.79301401,1.0,7.0,1.0,8.0,192.0,238.0,18.0,10.0,28915.0,991.0,772.0,44.117656,-72.550642
Orleans County,VT,3489.0,13.3,42884.0,139.8652876,0.0,13.0,0.0,25.0,174.0,273.0,25.0,3.0,27169.0,716.0,717.0,44.80877,-72.199501
Rutland County,VT,6560.0,11.4,51164.0,176.5035796,2.0,9.0,18.0,78.0,582.0,1573.0,52.0,14.0,60622.0,780.0,726.0,43.596686,-73.042958
Washington County,VT,5213.0,9.3,56333.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0,43.432069,-88.047646
Windham County,VT,5563.0,13.2,49298.0,62.07271862,0.0,11.0,21.0,41.0,194.0,561.0,74.0,8.0,117604.0,678.0,674.0,42.856521,-72.600362
Windsor County,VT,4992.0,9.1,53984.0,112.3655626,2.0,11.0,5.0,45.0,383.0,672.0,49.0,12.0,56067.0,520.0,616.0,43.870387,-72.803593
Accomack County,VA,6639.0,20.4,38690.0,190.0567153,2.0,9.0,15.0,37.0,179.0,423.0,21.0,41.0,33148.0,989.0,966.0,39.1731801,-78.1633968
Albemarle County,VA,9462.0,9.5,71293.0,103.8834951,4.0,26.0,18.0,59.0,294.0,1429.0,61.0,14.0,103000.0,1046.0,982.0,38.034991,-78.520482
Alleghany County,VA,2805.0,18.2,45210.0,18.28320687,0.0,1.0,0.0,1.0,5.0,31.0,5.0,0.0,10939.0,675.0,789.0,37.798914,-79.790567
Amherst County,VA,4573.0,15.0,48646.0,46.61570017,0.0,7.0,1.0,7.0,131.0,391.0,18.0,2.0,32178.0,716.0,700.0,37.450301,-79.10821
Appomattox County,VA,2174.0,14.2,49461.0,32.77613897,0.0,0.0,1.0,4.0,34.0,94.0,5.0,0.0,15255.0,525.0,566.0,37.266276,-78.683736
Augusta County,VA,6676.0,9.3,56867.0,117.7075441,2.0,7.0,2.0,76.0,132.0,688.0,38.0,3.0,73912.0,852.0,832.0,38.194307,-79.009469
Bath County,VA,455.0,10.3,44401.0,8.360504975,0.0,0.0,0.0,1.0,5.0,17.0,0.0,0.0,11961.0,442.0,326.0,38.201662,-83.925106
Bedford County,VA,7021.0,9.1,54153.0,55.85392052,1.0,8.0,2.0,28.0,231.0,515.0,41.0,2.0,69825.0,425.0,424.0,37.385171,-79.725502
Botetourt County,VA,2442.0,7.4,62591.0,87.87346221,0.0,3.0,1.0,25.0,75.0,203.0,9.0,2.0,33002.0,972.0,968.0,37.344017,-79.952229
Brunswick County,VA,3212.0,22.1,39748.0,58.91710364,0.0,1.0,2.0,7.0,56.0,79.0,13.0,1.0,16973.0,0.0,0.0,36.557642,-77.87296
Buchanan County,VA,6235.0,28.8,32433.0,38.13882532,0.0,0.0,1.0,7.0,17.0,106.0,8.0,1.0,20976.0,808.0,757.0,37.267309,-82.09488
Campbell County,VA,6381.0,11.7,46938.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1334.0,1056.0,1076.0,43.748514,-105.496241
Caroline County,VA,3531.0,12.0,54696.0,122.8752816,1.0,9.0,7.0,19.0,90.0,298.0,19.0,10.0,29298.0,1147.0,1143.0,37.987319,-77.5195
Carroll County,VA,4432.0,15.0,42790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10385.0,540.0,549.0,36.738767,-80.809459
Charlotte County,VA,2310.0,19.2,37819.0,170.6623324,1.0,4.0,3.0,13.0,48.0,85.0,1.0,2.0,12305.0,551.0,537.0,37.039009,-78.480365
Chesterfield County,VA,22942.0,6.9,75107.0,126.0126013,10.0,57.0,149.0,197.0,1679.0,4958.0,291.0,75.0,327745.0,1390.0,1369.0,37.462833,-77.572819
Clarke County,VA,1183.0,8.4,71789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16415.0,695.0,441.0,39.139346,-77.862643
Craig County,VA,619.0,11.9,47832.0,95.41984733,1.0,3.0,0.0,10.0,45.0,128.0,27.0,6.0,14672.0,644.0,608.0,36.648772,-95.161001
Cumberland County,VA,1896.0,19.6,40958.0,58.9188393,0.0,1.0,1.0,2.0,32.0,14.0,4.0,0.0,6789.0,956.0,958.0,37.297458,-78.399326
Dickenson County,VA,3667.0,25.0,32620.0,83.94679065,1.0,1.0,0.0,11.0,23.0,165.0,15.0,6.0,15486.0,0.0,0.0,36.984677,-82.283566
Essex County,VA,1704.0,15.5,47427.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,6211.0,570.0,617.0,44.814026,-71.885546
Fairfax County,VA,69985.0,6.2,112844.0,79.75779097,16.0,124.0,353.0,409.0,1155.0,13627.0,830.0,72.0,1130924.0,2957.0,2764.0,38.803156,-77.222587
Fauquier County,VA,4646.0,6.8,89610.0,81.83671344,2.0,11.0,8.0,34.0,117.0,596.0,39.0,10.0,67207.0,1190.0,1157.0,38.717817,-77.797316
Floyd County,VA,1854.0,11.9,48448.0,41.31377815,1.0,3.0,4.0,8.0,61.0,135.0,16.0,1.0,38728.0,652.0,660.0,33.983524,-101.336787
Fluvanna County,VA,1937.0,7.8,65899.0,65.44250683,0.0,3.0,0.0,14.0,57.0,145.0,7.0,4.0,25977.0,1465.0,1429.0,37.919811,-78.331876
Franklin County,VA,7181.0,13.1,49117.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0,46.643575,-118.556564
Frederick County,VA,6342.0,7.7,69991.0,109.445517,2.0,31.0,11.0,45.0,301.0,1258.0,93.0,2.0,81319.0,1022.0,953.0,39.093138,-78.218326
Giles County,VA,1751.0,10.6,46727.0,88.62629247,0.0,6.0,0.0,9.0,45.0,239.0,7.0,1.0,16925.0,459.0,389.0,37.383281,-80.820692
Gloucester County,VA,3402.0,9.3,63742.0,95.0209046,2.0,9.0,6.0,18.0,103.0,572.0,13.0,3.0,36834.0,995.0,847.0,37.270274,-76.497368
Grayson County,VA,3008.0,20.1,37684.0,96.16494211,0.0,10.0,1.0,13.0,141.0,198.0,23.0,3.0,25997.0,562.0,434.0,36.627482,-81.149248
Greene County,VA,1773.0,9.3,60406.0,21.06149958,0.0,0.0,0.0,3.0,10.0,11.0,6.0,0.0,14244.0,590.0,510.0,36.168022,-82.819673
Halifax County,VA,5791.0,16.9,40432.0,169.4867377,0.0,4.0,11.0,45.0,242.0,656.0,38.0,4.0,35401.0,547.0,546.0,36.711825,-78.913354
Hanover County,VA,6268.0,6.2,81900.0,111.5168262,5.0,10.0,21.0,77.0,111.0,1047.0,58.0,4.0,101330.0,1127.0,1098.0,37.621307,-77.35214
Henrico County,VA,30037.0,9.3,65524.0,177.0183704,14.0,21.0,226.0,303.0,1176.0,6322.0,384.0,57.0,318611.0,1644.0,1669.0,37.692179,-77.610726
Henry County,VA,10057.0,19.6,36695.0,25.89834898,0.0,1.0,0.0,2.0,24.0,47.0,2.0,0.0,15445.0,375.0,374.0,36.702171,-79.894608
Highland County,VA,304.0,13.8,42363.0,45.14672686,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2215.0,548.0,383.0,38.411559,-79.580883
Isle of Wight County,VA,3573.0,9.9,67480.0,137.4242764,4.0,3.0,11.0,31.0,106.0,468.0,23.0,6.0,35656.0,869.0,876.0,36.971873,-76.612997
King and Queen County,VA,1002.0,14.0,47513.0,98.17671809,0.0,1.0,0.0,6.0,13.0,9.0,6.0,2.0,7130.0,0.0,0.0,37.665167,-76.877985
King William County,VA,1284.0,7.9,64651.0,86.97272784,0.0,1.0,0.0,13.0,39.0,99.0,12.0,0.0,16097.0,904.0,937.0,37.552191,-76.80182
Lancaster County,VA,1415.0,13.1,47098.0,71.76175099,1.0,4.0,0.0,3.0,23.0,102.0,4.0,2.0,11148.0,1038.0,888.0,37.644737,-76.389965
Lee County,VA,5940.0,25.9,32135.0,63.27630654,0.0,3.0,7.0,44.0,299.0,464.0,31.0,20.0,85340.0,549.0,520.0,36.805134,-83.057415
Loudoun County,VA,13953.0,3.7,125900.0,84.36308729,3.0,59.0,52.0,181.0,350.0,3468.0,150.0,38.0,349679.0,2081.0,2076.0,38.911658,-77.513282
Louisa County,VA,3636.0,10.6,57015.0,120.7836206,1.0,7.0,2.0,31.0,83.0,375.0,28.0,6.0,33945.0,911.0,890.0,38.007584,-77.906236
Lunenburg County,VA,2390.0,21.1,38941.0,199.5689311,0.0,1.0,1.0,23.0,44.0,57.0,11.0,3.0,12527.0,0.0,0.0,36.958465,-78.268238
Madison County,VA,1351.0,10.4,53655.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0,31.02512,-95.7565
Mathews County,VA,895.0,10.2,56119.0,89.91794987,0.0,3.0,0.0,5.0,19.0,99.0,5.0,1.0,8897.0,547.0,645.0,37.443256,-76.327722
Mecklenburg County,VA,6140.0,20.4,33650.0,184.560555,0.0,10.0,12.0,36.0,226.0,462.0,39.0,14.0,31426.0,763.0,712.0,36.701393,-78.094034
Middlesex County,VA,1308.0,12.8,52407.0,65.04367218,0.0,4.0,0.0,3.0,19.0,35.0,1.0,0.0,10762.0,1252.0,1228.0,37.605274,-76.593798
Montgomery County,VA,18352.0,20.8,51157.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9226.0,902.0,923.0,37.206332,-80.488108
Nelson County,VA,2038.0,13.9,49621.0,101.4267361,0.0,1.0,1.0,13.0,75.0,165.0,12.0,1.0,14789.0,325.0,324.0,37.912142,-78.929889
New Kent County,VA,1331.0,6.7,79322.0,112.7800277,0.0,3.0,1.0,18.0,107.0,221.0,9.0,1.0,19507.0,0.0,0.0,37.509481,-76.986249
Northampton County,VA,2445.0,20.5,37515.0,164.9484536,0.0,4.0,7.0,9.0,76.0,158.0,18.0,0.0,12125.0,857.0,856.0,37.554653,-75.823838
Northumberland County,VA,1666.0,13.7,52075.0,90.16393443,1.0,2.0,0.0,8.0,9.0,50.0,2.0,1.0,12200.0,0.0,0.0,40.797482,-76.440068
Orange County,VA,3600.0,10.4,59482.0,58.79301401,1.0,7.0,1.0,8.0,192.0,238.0,18.0,10.0,28915.0,991.0,772.0,44.117656,-72.550642
Page County,VA,3532.0,15.0,43313.0,125.9392973,2.0,6.0,7.0,15.0,112.0,329.0,11.0,11.0,23821.0,748.0,757.0,38.58104,-78.499403
Pittsylvania County,VA,10471.0,17.1,42390.0,49.65879601,2.0,6.0,8.0,15.0,209.0,383.0,51.0,6.0,62426.0,619.0,631.0,37.096375,-79.30334
Prince George County,VA,3298.0,9.9,63320.0,85.89912222,0.0,5.0,8.0,19.0,91.0,331.0,52.0,1.0,37253.0,1186.0,1166.0,37.081004,-77.356322
Prince William County,VA,29925.0,6.7,99206.0,146.8375211,2.0,48.0,214.0,380.0,944.0,5656.0,377.0,52.0,438580.0,1370.0,1310.0,38.788994,-77.449867
Pulaski County,VA,4978.0,15.0,48218.0,118.9228097,3.0,20.0,21.0,33.0,500.0,958.0,53.0,10.0,63907.0,0.0,0.0,37.142945,-80.595817
Rappahannock County,VA,719.0,9.8,62729.0,80.23535705,0.0,3.0,0.0,3.0,2.0,14.0,0.0,0.0,7478.0,641.0,539.0,38.655516,-78.23608
Richmond County,VA,1281.0,17.7,43888.0,11.16944041,0.0,0.0,0.0,1.0,9.0,41.0,15.0,1.0,8953.0,580.0,572.0,34.938562,-79.760317
Rockingham County,VA,8422.0,11.0,52953.0,75.89302942,0.0,13.0,4.0,42.0,204.0,479.0,49.0,0.0,77741.0,793.0,666.0,38.417268,-78.941163
Russell County,VA,5864.0,21.2,38386.0,56.33168094,0.0,2.0,3.0,5.0,49.0,96.0,12.0,1.0,17752.0,560.0,512.0,36.899492,-82.078511
Scott County,VA,4096.0,19.2,37567.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,5222.0,609.0,558.0,36.623721,-82.563351
